Year,New Or Old,Address,Production Origin,Color,Car Gearbox,Used (kilomet),Company,Fuel Type,Machine Capacity (L) Random,Price
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tay, 50000, Toyota, máy dầu, 2.4, 810 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Ford, máy xăng, 2.3, 2 Tỷ 366 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 52000, Ford, máy dầu, 2.0, 870 Triệu
2022, Xe mới, Đồng Nai, Xe nhập khẩu, màu đỏ, số tự động, 0, Hyundai, máy xăng, 1.5, 670 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, VinFast, máy xăng, 1.4, 342 Triệu
2020, Xe cũ, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 6800, LandRover, máy xăng, 2.0, 2 Tỷ 980 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Ford, máy dầu, 2.0, 750 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu cam, số tự động, 0, Mitsubishi, máy dầu, 2.4, 760 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 40000, Audi, máy xăng, 3.0, 2 Tỷ 880 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tay, 0, Suzuki, máy xăng, 1.5, 308 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.5, 620 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 50000, Audi, máy xăng, 2.0, 1 Tỷ 779 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 20000, BMW, máy xăng, 2.0, 1 Tỷ 399 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Toyota, máy dầu, 2.4, 1 Tỷ 145 Triệu
2022, Xe mới, Đồng Nai, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Honda, máy xăng, 1.5, 599 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tự động, 0, Honda, máy xăng, 1.5, 1 Tỷ 48 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Suzuki, máy xăng, 1.0, 293 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 9000, Hyundai, máy dầu, 2.2, 1 Tỷ 499 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Ford, máy xăng, 2.3, 2 Tỷ 366 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Toyota, máy xăng, 1.8, 830 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 8000, VinFast, máy xăng, 2.0, 775 Triệu
2022, Xe cũ, Đồng Nai, Xe lắp ráp trong nước, màu trắng, số tự động, 5800, Hyundai, máy xăng, 1.4, 546 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu cát, số tự động, 58000, Toyota, máy xăng, 1.5, 515 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu bạc, số tự động, 0, Toyota, máy xăng, 1.5, 588 Triệu
2021, Xe mới, Khánh Hòa, Xe nhập khẩu, màu trắng, số tự động, 0, BMW, máy xăng, 2.0, 3 Tỷ 289 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu cát, số tự động, 0, Ford, máy xăng, 1.6, 700 Triệu
2004, Xe cũ, Hải Dương, Xe nhập khẩu, màu xanh, số tay, 12000, Hyundai, máy dầu, 2.0, 160 Triệu
2022, Xe mới, Bà Rịa Vũng Tàu, Xe lắp ráp trong nước, màu đen, số tự động, 0, Honda, máy xăng, 1.5, 1 Tỷ 48 Triệu
2009, Xe cũ, Đồng Nai, Xe lắp ráp trong nước, màu nâu, số tự động, 100000, Kia, máy xăng, 2.5, 245 Triệu
2014, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 79000, Toyota, máy xăng, 2.5, 715 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Mercedes, máy xăng, 2.0, 1 Tỷ 810 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, RAM, máy xăng, 5.7, 5 Tỷ 950 Triệu
2011, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 60000, Mercedes, máy xăng, 1.8, 495 Triệu
2021, Xe cũ, Phú Thọ, Xe lắp ráp trong nước, màu đỏ, số tự động, 12000, Kia, máy xăng, 2.0, 655 Triệu
2013, Xe cũ, Cần Thơ, Xe lắp ráp trong nước, màu vàng, số tự động, 111000, Toyota, máy xăng, 2.5, 665 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 50000, LandRover, máy xăng, 2.0, 1 Tỷ 90 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 90000, Lexus, máy xăng, 5.7, 2 Tỷ 650 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 849 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Peugeot, máy xăng, 1.6, 1 Tỷ 229 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Hyundai, máy xăng, 1.5, 620 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xanh, số tự động, 1000, Mercedes, máy xăng, 2.0, 2 Tỷ 950 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 50000, Kia, máy xăng, 2.0, 620 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu bạc, số tay, 73000, Ford, máy dầu, 2.2, 635 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu bạc, số tay, 0, Ford, máy dầu, 2.2, 955 Triệu
2019, Xe cũ, Cần Thơ, Xe lắp ráp trong nước, màu trắng, số tự động, 59000, Hyundai, máy xăng, 1.6, 645 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Ford, máy dầu, 2.0, 779 Triệu
2014, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 78000, Mercedes, máy xăng, 2.0, 845 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 2.0, 1 Tỷ 185 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 45000, Hyundai, máy xăng, 2.4, 889 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 2.0, 834 Triệu
2018, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 50000, Mercedes, máy xăng, 2.0, 1 Tỷ 150 Triệu
2021, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 2.0, 689 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 55000, LandRover, máy xăng, 3.0, 3 Tỷ 750 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 80000, Toyota, máy xăng, 2.7, 1 Tỷ 650 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, VinFast, máy xăng, 2.0, 1 Tỷ 74 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Mazda, máy xăng, 2.0, 799 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 33000, Mercedes, máy xăng, 2.0, 1 Tỷ 160 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 19000, Mercedes, máy xăng, 3.0, 3 Tỷ 659 Triệu
2013, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 70000, Honda, máy xăng, 2.4, 599 Triệu
2014, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tay, 44000, Mercedes, máy dầu, 2.1, 439 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 19000, Lexus, máy xăng, 2.5, 2 Tỷ 390 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu cam, số tự động, 0, Mitsubishi, máy xăng, 1.5, 670 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 29000, Mazda, máy xăng, 1.5, 488 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 42000, Hyundai, máy xăng, 2.0, 613 Triệu
2022, Xe cũ, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 2000, Ford, máy xăng, 2.3, 2 Tỷ 345 Triệu
2022, Xe mới, Thanh Hóa, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Hyundai, máy xăng, 1.25, 447 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu bạc, số tay, 0, Isuzu, máy dầu, 1.9, 770 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, MG, máy xăng, 2.2, 579 Triệu
2021, Xe mới, Khánh Hòa, Xe nhập khẩu, màu trắng, số tự động, 0, BMW, máy xăng, 3.0, 4 Tỷ 239 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu xám, số tự động, 0, VinFast, máy xăng, 2.0, 1 Tỷ 74 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 2.7, 2 Tỷ 588 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 163 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Mercedes, máy xăng, 3.0, 5 Tỷ 99 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.8, 765 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đen, số tay, 0, Toyota, máy xăng, 1.5, 483 Triệu
2020, Xe cũ, Đà Nẵng, Xe nhập khẩu, màu đỏ, số tự động, 14000, Mitsubishi, máy xăng, 1.2, 430 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Mitsubishi, máy xăng, 1.5, 630 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 569 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 20000, VinFast, máy xăng, 2.0, 748 Triệu
2012, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 100000, Toyota, máy xăng, 2.4, 509 Triệu
2014, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 69000, Mercedes, máy xăng, 2.0, 889 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 14000, VinFast, máy xăng, 2.0, 1 Tỷ 190 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 14000, BMW, máy xăng, 2.0, 2 Tỷ 850 Triệu
2021, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 20000, Toyota, máy xăng, 1.5, 650 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 17000, Mercedes, máy xăng, 2.0, 2 Tỷ 480 Triệu
2022, Xe mới, An Giang, Xe lắp ráp trong nước, màu đen, số tự động, 0, Kia, máy xăng, 1.4, 634 Triệu
2008, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 150000, Mercedes, máy dầu, 2.0, 899 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 10000, Rolls, máy xăng, 6.6, 18 Tỷ 999 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tay, 0, Toyota, máy xăng, 2.0, 755 Triệu
2012, Xe cũ, Lâm Đồng, Xe nhập khẩu, màu trắng, số tự động, 88000, Hyundai, máy xăng, 1.4, 338 Triệu
2010, Xe cũ, Bình Dương, Xe lắp ráp trong nước, màu trắng, số tự động, 133000, Mercedes, máy xăng, 3.0, 545 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 37000, Mercedes, máy xăng, 2.0, 1 Tỷ 768 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Kia, máy dầu, 2.2, 1 Tỷ 389 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 30000, Mercedes, máy xăng, 2.0, 1 Tỷ 999 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 0, Subaru, máy xăng, 2.0, 899 Triệu
2022, Xe mới, Thanh Hóa, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Mazda, máy xăng, 2.5, 1 Tỷ 69 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu nâu, số tự động, 0, Ford, máy dầu, 2.2, 662 Triệu
2017, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 50000, Lexus, máy xăng, 3.5, 3 Tỷ 300 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đen, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 381 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Honda, máy xăng, 1.5, 579 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 17000, Mercedes, máy xăng, 3.0, 4 Tỷ 240 Triệu
2021, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tự động, 0, Toyota, máy dầu, 2.4, 1 Tỷ 80 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, xe hybrid, 1.8, 944 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Toyota, xe hybrid, 1.8, 860 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 12000, Mercedes, máy xăng, 2.0, 2 Tỷ 350 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 40000, Kia, máy xăng, 1.6, 590 Triệu
2018, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 45000, Mercedes, máy xăng, 2.0, 1 Tỷ 289 Triệu
2012, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tay, 15000, Ford, máy dầu, 2.2, 390 Triệu
2012, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 60000, LandRover, máy xăng, 2.0, 985 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu vàng, số tay, 59000, Toyota, máy xăng, 1.5, 306 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu vàng, số tay, 59374, Toyota, máy xăng, 1.5, 308 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu vàng, số tay, 59836, Toyota, máy xăng, 2.0, 398 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu vàng, số tay, 59000, Toyota, máy xăng, 2.0, 397 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu vàng, số tay, 59875, Toyota, máy xăng, 2.0, 397 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu bạc, số tay, 0, Mitsubishi, máy xăng, 1.5, 505 Triệu
2022, Xe mới, Cần Thơ, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.4, 542 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Ford, máy xăng, 2.3, 2 Tỷ 366 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 12000, Hyundai, máy dầu, 2.2, 1 Tỷ 550 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Ford, máy dầu, 2.0, 937 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu nâu, số tự động, 14000, VinFast, máy xăng, 2.0, 1 Tỷ
2017, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 38000, Mercedes, máy xăng, 2.0, 1 Tỷ 539 Triệu
2022, Xe mới, Lâm Đồng, Xe nhập khẩu, màu đỏ, số tự động, 0, Ford, máy dầu, 2.0, 811 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Mitsubishi, máy dầu, 2.4, 600 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 69000, LandRover, máy xăng, 5.0, 1 Tỷ 190 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 399 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 2.7, 2 Tỷ 599 Triệu
2018, Xe cũ, TP HCM, Xe nhập khẩu, màu vàng, số tự động, 50000, Ford, máy dầu, 2.2, 678 Triệu
2022, Xe mới, Bắc Giang, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, máy xăng, 1.0, 555 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Toyota, máy dầu, 2.4, 1 Tỷ 107 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xám, số tự động, 0, VinFast, máy xăng, 1.4, 352 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tay, 0, Nissan, máy xăng, 1.0, 410 Triệu
2022, Xe mới, Đăk Lăk, Xe lắp ráp trong nước, màu xám, số tự động, 0, VinFast, máy xăng, 1.4, 352 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Honda, máy xăng, 1.5, 730 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu cát, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 312 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Ford, máy dầu, 2.0, 925 Triệu
2022, Xe mới, An Giang, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 1.5, 719 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 20000, Mazda, máy xăng, 2.5, 699 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, máy xăng, 1.8, 820 Triệu
2021, Xe cũ, Long An, Xe lắp ráp trong nước, màu đỏ, số tự động, 8000, Kia, máy xăng, 2.5, 1 Tỷ 229 Triệu
2022, Xe mới, Bà Rịa Vũng Tàu, Xe nhập khẩu, màu xanh, số tự động, 0, Honda, máy xăng, 1.5, 770 Triệu
2022, Xe mới, Kiên Giang, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Kia, máy xăng, 2.5, 1 Tỷ 229 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 688 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Ford, máy xăng, 2.3, 2 Tỷ 366 Triệu
2022, Xe mới, Nghệ An, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.6, 674 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu đen, số tự động, 0, Jeep, máy xăng, 1.5, 3 Tỷ 466 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu bạc, số tự động, 0, Nissan, máy xăng, 1.0, 579 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 50000, Lexus, máy xăng, 2.5, 1 Tỷ 680 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, VinFast, máy xăng, 1.4, 409 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 1.5, 635 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu cát, số tay, 0, Kia, máy xăng, 1.4, 369 Triệu
2022, Xe mới, Đà Nẵng, Xe nhập khẩu, màu đen, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 412 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Isuzu, máy dầu, 1.2, 830 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Toyota, máy xăng, 1.5, 515 Triệu
2022, Xe mới, Thanh Hóa, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Peugeot, máy xăng, 1.6, 1 Tỷ 164 Triệu
2015, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đồng, số tự động, 77000, Toyota, máy xăng, 2.5, 770 Triệu
2017, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 47000, Mercedes, máy xăng, 2.0, 1 Tỷ 455 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy xăng, 1.4, 704 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 101111, Kia, máy xăng, 1.6, 299 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Kia, máy dầu, 2.2, 1 Tỷ 199 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 20000, Mercedes, máy xăng, 2.0, 2 Tỷ 450 Triệu
2006, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tay, 121101, Toyota, máy xăng, 1.8, 220 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Honda, máy xăng, 1.5, 604 Triệu
2020, Xe cũ, Bình Dương, Xe lắp ráp trong nước, màu trắng, số tự động, 46000, Hyundai, máy xăng, 1.4, 495 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Lexus, máy xăng, 2.5, 2 Tỷ 590 Triệu
2022, Xe mới, Khánh Hòa, Xe nhập khẩu, màu đen, số tự động, 0, Mercedes, máy xăng, 3.0, 5 Tỷ 549 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, BMW, máy xăng, 3.0, 4 Tỷ 999 Triệu
